_id,run_id,error,finished_at,mongodb.documents_attempted,mongodb.documents_inserted,mongodb.documents_failed,mongodb.duplicates,mongodb.quota_reached,mongodb.crawled_attempted,mongodb.crawled_succeeded,mongodb.crawled_inserted,mongodb.collection_size_bytes,mongodb.storage_size_bytes,mongodb.index_size_bytes,parameters.keywords[0],parameters.keywords[1],parameters.keywords[2],parameters.keywords[3],parameters.keywords[4],parameters.keywords[5],parameters.keywords[6],parameters.keywords[7],parameters.date_range.start,parameters.date_range.end,parameters.max_rows,parameters.batch_size,parameters.mode,parameters.crawler_limit,processing.rows_received,processing.rows_processed,processing.rows_inserted,processing.rows_failed,processing.duplicates,processing.batches_processed,processing.batch_size,processing.processing_duration_seconds,query.job_id,query.query_description,query.started_at,query.finished_at,query.duration_seconds,query.rows_returned,query.bytes_processed,query.bytes_billed,query.slot_ms,query.cache_hit,query.error,source,source_type,started_at,status,system.ram_before_bytes,system.ram_after_bytes,system.ram_peak_bytes,system.disk_free_before_bytes,system.disk_free_after_bytes,system.disk_free_minimum_bytes,system.cpu_percent_avg,system.cpu_count
6a9ae7e1b45c9d77f61faca0,run_20260904T153135Z_39282a1e,,2026-09-04T15:46:41.718Z,99968,99968,0,0,false,50,27,50,404433971,145690624,31612928,biodiversity,nature crisis,natural world,native species,critically endangered,mass extinction,ecological crisis,nature-positive,2015-02-01,2026-07-01,100000,1000,ingestion,50,100000,99983,99968,17,15,100,1000,787.2114489999999,5388e76a-86cb-4a64-a031-a3b8ad3ad3f7,GDELT GKG extraction,3372.260212,3485.1580787,112.89786669999967,100000,3241814202974,3241814261760,173211390,false,,gdelt,gkg,2026-09-04T15:31:35.195Z,success,82874368,215998464,227061760,85539332096,85513609216,85513609216,12.816666666666666,16
